"","Unique_ID","Name","Genre","Song_Name","Views","Comments","Likes","Popularity","Followers","Day_Stamp","Month_Stamp","Year_Stamp","Hour_Stamp","Min_Stamp","Sec_Stamp"
"34969",1499371,"Wakaan","dubstep","Liquid Stranger - PLUR Feat. CoJaxx [Magnetic Mag Premiere]",37466,3.91202300542815,3194,4245,53398,13,2,2019,14,58,22
"34975",1366465,"༄ Tha Trickaz ☁","electronic","Tha Trickaz feat. Non Genetic - Kill It Fuck It (Original Mix)",106516,4.40671924726425,208,1123,114112,27,3,2012,10,50,13
"34977",403483,"GR6 FLUXOS","rbsoul","MC Magal - Ténéré",516232,4.34380542185368,1036,1167,18055,9,10,2018,0,35,54
"34978",1322321,"Sweet Musique","deephouse","PREMIERE : Lowton - Cicada (Original Mix)[Lowton Records]",6403,3.17805383034795,2526,4197,87682,9,3,2018,9,57,59
"34980",381914,"G JONES","electronic","EPROM - PINEAPPLE (G JONES REMIX)",262945,5.09375020080676,1128,1516,121113,30,6,2017,16,33,41
"34983",972929,"Ninety9Lives","danceedm","JFARR, Schyzox & Bemonics - Don't Wanna Go (feat. Amiree)",22217,3.89182029811063,4916,5049,103301,19,11,2016,21,7,49
"34997",406060,"Gryffin","danceedm","Winnebago (feat. Quinn XCII & Daniel Wilson)",668800,4.26267987704132,1341,2348,204998,20,4,2018,0,0,0
"34998",123868,"Captain Hook","electronic","Captain Hook - Deeper In Trance vol. 1",598137,6.289715570909,2363,1845,161447,11,5,2015,12,40,3
"34999",1524729,"When We Dip","deephouse","Finnebassen - When We Dip 106",3933,3.43398720448515,4768,1020,86266,21,2,2019,16,33,11
"35003",907718,"Morgan Page","danceedm","Morgan Page - In The Air - Episode 146",29085,3.98898404656427,5901,5709,155645,8,4,2013,18,44,10
"35007",947976,"Mystical Complex","electronic","Mystical Complex & Programind - Cannasutra",73635,4.04305126783455,2725,4237,58140,5,9,2017,15,1,30
"35012",483473,"Jadū Dala","danceedm","leet & Sterfry - Gasolina (JADŪ113)",11874,4.00733318523247,107,2140,23883,20,2,2019,17,28,38
"35022",221278,"Disciple ♛ ♜ ♞","dubstep","Cyber Bully (Ft. Messinian) (The Frim Remix)",64144,4.74493212836325,1403,3744,141507,14,5,2014,16,35,12
"35031",566839,"Laszlo","electronic","Laszlo - Space Walk",43321,4.34380542185368,7606,1022,36043,20,2,2014,11,50,40
"35033",683016,"Maxximize Records","danceedm","Bobby Rock - Make Noise (Radio Edit) [OUT NOW]",447331,5.0998664278242,1071,1630,49169,23,3,2016,18,42,36
"35038",1085877,"pluffaduff","rock","the mashup no one wanted",16639,3.43398720448515,9095,1148,2438,31,3,2018,8,25,12
"35040",1078030,"PHORA","all-music","Phora - The World",813086,4.57471097850338,1038,5006,177856,10,10,2015,1,55,44
"35044",312537,"Elektronomia","danceedm","Elektronomia - Energy [NCS Release]",1203604,5.59098698051086,1194,81,36910,18,9,2016,17,21,41
"35045",1454994,"tsuruda","electronic","roasted beef",61349,4.76217393479776,1592,3079,59968,21,8,2015,0,12,9
"35048",682982,"Maxximize Records","danceedm","Blasterjaxx Feat. HALIENE - Revelation <XX FILES OUT NOW>",92816,3.17805383034795,1404,2988,49169,10,3,2017,13,46,24
"35051",907688,"Morgan Page","danceedm","Morgan Page - In The Air - Episode 164",38827,4.40671924726425,8390,2157,155645,13,8,2013,21,24,33
"35053",512248,"Kam Bennett","all-music","J Wade - Blessing [Hosted By DJ Kam Bennett]",21760,3.71357206670431,6745,3801,25760,26,10,2017,16,30,27
"35055",145214,"Coone","danceedm","Zombie Killer (Radio edit) (ft. Kritikal)",158045,5.15905529921453,3159,5385,118741,31,10,2013,14,6,36
"35056",1229341,"Robot Heart","electronic","Guy Gerber - Robot Heart - Burning Man 2016",266081,6.25958146406492,1133,1651,154824,22,9,2016,20,8,13
"35059",477983,"Jacob","electronic","Jacob - Afterglow | FREE DOWNLOAD",61550,6.07073772800249,1762,4263,34837,9,6,2014,23,1,55
"35061",1485835,"Vedo TheSinger","rbsoul","Jeremih - Planes ft. J Cole ""Cover"" By: @VedoTheSinger",886304,3.91202300542815,1040,5060,41353,13,8,2015,3,53,16
"35062",1462825,"Ujico*/Snail's House","electronic","YUC'e - Future Cαndy (Snail's House Remix)",306463,5.23110861685459,6440,4292,134912,18,11,2016,21,11,35
"35064",1143755,"Resident Advisor","ambient","RA.652 Ectomorph",11596,3.63758615972639,8333,1139,143726,26,11,2018,12,2,41
"35068",1322815,"Sweet Musique","deephouse","FREE DL : Boshoco - Mother Of (Original Mix)",14357,5.38449506278909,6766,2081,87682,16,5,2017,9,41,35
"35070",1568463,"Zimmer","electronic","Zimmer - Paris Plage | Summer Tape",49103,5.08140436498446,216,5038,88927,24,8,2012,15,17,44
"35071",1528529,"DAVE EAST","all-music","Dave East - All The Way Up (EASTMIX)",890792,4.4188406077966,1127,396,150319,10,4,2016,15,57,35
"35074",1079534,"Plasmapool","danceedm","Trampboat - Thrillride",18382,3.13549421592915,2359,3051,13007,9,2,2013,15,45,6
"35077",1399922,"Tink","rbsoul","Million",321461,3.04452243772342,5732,2217,165467,11,5,2015,0,0,0
"35079",973022,"Ninety9Lives","danceedm","Jim Yosef - Checkered",104613,4.80402104473326,780,2103,103301,1,6,2016,20,5,15
"35088",92276,"Barong Family","danceedm","BARONG FAMILY RADIO: EPS 002",18073,4.14313472639153,6710,5334,157004,16,7,2018,12,51,27
"35093",165715,"Deadbeats","dubstep","#016 Deadbeats Radio with Zeds Dead // NEBBRA Guestmix",89821,3.97029191355212,2226,4188,38769,12,10,2017,17,25,59
"35095",1561131,"Yunizon","electronic","DGTO - Some People Don't Fall (feat. CLANLEY)",118048,3.61091791264422,810,3064,26225,28,2,2014,18,8,42
"35105",134967,"clammyclams","electronic","Palace [A$AP Rocky]",418214,4.67282883446191,5155,5367,152640,23,4,2013,21,10,42
"35123",110273,"brednbutter","electronic","Seven_12 - Found Love feat. Maryam",129625,3.17805383034795,573,3078,70255,5,8,2016,17,19,52
"35124",1363653,"Teebo","danceedm","Prime Radio #2 | Deep House Mix 2016",3241,3.61091791264422,7555,2960,8456,19,2,2016,13,59,47
"35125",694302,"Menumas","electronic","Menumas - Battlefield Of Unity",201341,4.65396035015752,6228,2967,31423,3,7,2016,16,33,4
"35132",1114537,"Quartzo Records","danceedm","Corx & Sendoo - Enko (OUT NOW!) [FREE] (ADE 2017)",29267,5.25227342804663,1502,3101,142456,11,10,2017,14,11,40
"35138",438123,"HEXAGON","deephouse","Don Diablo - Hexagon Radio Episode 083",80166,5.11799381241676,1474,3774,152245,31,8,2016,17,12,2
"35140",568764,"LeagueofLegends","electronic","Season 2016 Theme",190709,4.55387689160054,1992,2123,134096,27,1,2016,23,27,20
"35141",1380631,"The Upbeats","electronic","DOOM",106967,4.34380542185368,1642,3061,83052,22,4,2016,0,0,0
"35153",1529905,"williamgoodofficial","rock","Queen - Somebody To Love (Stripped)",2116170,5.01727983681492,3826,763,374,20,5,2014,16,42,46
"35154",562553,"L2Share♫79","all-music","MAMAMOO - Wind flower",426493,3.29583686600433,8543,2146,2568,29,11,2018,9,19,22
"35155",973161,"Ninety9Lives","danceedm","Venemy - Atoms (feat. Jeremy Strickland)",52320,3.17805383034795,9150,5410,103301,7,10,2015,23,7,42
"35156",294277,"Eastern Odyssey","electronic","Eastern Odyssey - Renaissance",72086,4.27666611901606,1986,2125,2423,21,9,2018,18,29,0
"35159",84800,"Banda Sinaloense MS de Sergio Lizarraga","latin","Me Vas a Extrañar",2279282,3.63758615972639,2426,2970,3643,5,11,2015,0,0,0
"35162",1432052,"trndmsk","deephouse","Ben Preisinger - The Quiet Wanderer (Patlac & Pablo Bolívar Remix)",12382,3.09104245335832,4868,5398,76211,23,5,2018,11,19,37
"35163",1074494,"PatrickReza","danceedm","PatrickReza - Tribes",63654,4.49980967033027,58,2139,94046,13,8,2013,15,10,9
"35164",1250804,"Selador Recordings","electronic","Selador Sessions 05: Quivver",12061,3.71357206670431,8314,1138,13397,7,11,2018,20,12,0
"35165",80632,"Atmozfears","danceedm","Atmozfears & Devin Wild - POPO",36187,3.40119738166216,182,1208,48016,11,7,2018,15,56,57
"35167",1428067,"Tritonal","danceedm","Tritonia 104",51446,3.97029191355212,465,3083,201030,5,10,2015,16,32,37
"35170",1279114,"Smooky MarGielaa 🍇","rbsoul","Smooky MarGielaa - MOZART",580799,3.29583686600433,8621,5008,39396,28,2,2017,5,20,45
"35173",973197,"Ninety9Lives","danceedm","Kozoro - A Spring Without You (feat. Noctilucent)",105345,3.85014760171006,909,2100,103301,8,8,2015,13,39,35
"35178",1432122,"trndmsk","deephouse","Rodrigo Gallardo - Minero (Xique-Xique Remix)",29570,3.78418963391826,191,1145,76211,28,3,2018,10,40,14
"35181",438179,"HEXAGON","deephouse","Khrebto - The Mad Citizens (GENERATION HEX 001)",264999,4.21950770517611,8941,3246,152245,11,1,2016,18,28,45
"35182",1544160,"Ynw Melly","all-music","YNW MELLY - Gang (First Day Out)",965701,6.17378610390194,3591,1390,163326,9,2,2019,0,48,46
"35184",1027809,"REZZ","all-music","Lunatic (Original Mix)",74597,3.78418963391826,2061,3765,196556,15,8,2014,1,22,0
"35186",92437,"Barong Family","danceedm","Mike Cervello - The Crown ft Tellem [OUT NOW]",130073,4.06044301054642,4127,4722,157004,3,3,2017,14,0,33
"35191",907821,"Morgan Page","danceedm","Morgan Page - In The Air - Episode 101",9930,3.8286413964891,1333,2,155645,30,5,2012,17,35,45
"35192",1531969,"WIWEK","electronic","Junior Jack - E Samba (Wiwek Bootleg)",148716,4.59511985013459,3502,5343,146569,5,7,2014,12,45,3
"35199",350998,"Fonk Recordings","danceedm","We AM & Boothed - Buckaroo",29693,3.46573590279973,8473,1161,16805,16,10,2017,16,48,0
"35208",241962,"DJ MAGO FLOW - La Familia DJs Radio","latin","Merengue Urbano Mix - Lo Mas Nuevo 2018 - Dj Mago Flow & La Familia DJs",1370,3.13549421592915,4721,1105,6084,24,8,2018,1,23,43
"35211",1098256,"Potion","rbsoul","Endor - ""Lying"" feat. Lauren Ackie (Radio edit)",70796,3.04452243772342,1522,3670,26077,13,7,2018,10,54,9
"35227",899999,"moogmusicinc","electronic","Alien Languages By Richard Devine",37074,3.2188758248682,1116,5110,11237,18,4,2012,15,37,50
"35229",108047,"blake skowron","electronic","Push",76723,5.39816270151775,2698,3731,14538,6,11,2016,23,2,52
"35234",1540530,"󠀠","rock","xxxtentacion - rest in pussy",1819656,4.18965474202643,2515,5393,6229,20,1,2017,22,10,48
"35248",661490,"Mastadon","electronic","Wooli x Mastadon ft Travis Richter - Elephant March",179174,5.64897423816121,1062,629,30057,28,9,2018,16,24,1
"35249",380,"12th Planet","electronic","12th Planet, Datsik - Party In The Sewer ft Elan",349938,4.75359019110636,1070,1415,176252,13,5,2016,17,32,32
"35251",96816,"BAZZI","rbsoul","Somebody",387083,3.17805383034795,6326,2180,89566,12,4,2018,17,0,23
"35253",92589,"Barong Family","danceedm","Mike Cervello & Cesqeaux - SMACK! (OUT NOW) [FREE DOWNLOAD]",954286,5.18178355029209,2488,3182,157004,12,6,2015,14,26,46
"35261",1027803,"REZZ","all-music","Red (Original Mix)",27490,3.58351893845611,8374,5697,196556,15,10,2014,1,23,58
"35263",509475,"Justin Caruso","danceedm","Shaun Frank - Upsidedown (Justin Caruso Remix)",309380,3.36729582998647,8215,738,73160,11,9,2017,17,59,34
"35264",1276780,"Slooze","danceedm","REZZ x Isqa - Psycho (Slooze Flip)",54421,4.43081679884331,2938,4674,6274,9,12,2017,22,6,13
"35265",973099,"Ninety9Lives","danceedm","TACACHO - Where You Go (feat. Jenny Wahlström)",34163,3.36729582998647,7611,998,103301,30,1,2016,0,5,39
"35268",1032465,"officialb2s","danceedm","Degos & Re-Done @ Loudness 2013-11",15028,3.46573590279973,4732,5638,64073,19,11,2013,12,6,22
"35269",314784,"Ensis Records","danceedm","Fancy Folks feat. Joy Hanalla - Don't Hold Back (OUT NOW)[Ensis Records]",17641,3.87120101090789,7699,2198,28981,1,10,2015,14,39,26
"35272",281101,"DJ VITIN DO PC OFICIAL - Clique em Seguir","rbsoul","MTG - MOVIMENTA, COM A PERERECA = DJ'S VITIN DO PC E DG DO RB = 2K19",47712,3.13549421592915,1420,1119,39101,12,1,2019,4,43,44
"35274",1076712,"PERTURBATOR","electronic","Castlevania III - Clockwork Theme (Perturbator Cover)",75721,4.07753744390572,160,5709,45260,14,11,2012,6,44,11
"35277",287817,"Drop Central 💧","electronic","PRIMAXS x Mirtyhoud - Bad Car",17780,5.22035582507832,9087,2986,57080,15,6,2017,14,14,32
"35282",1364824,"Teminite","danceedm","Teminite - Uprising",175201,5.90536184805457,5400,5607,115213,16,3,2018,19,36,15
"35284",212828,"Dirty Workz","danceedm","Refuzion - Forever (Official HQ Preview)",9897,3.09104245335832,2479,3754,29446,15,1,2015,15,50,31
"35287",1262699,"☠️SʜᴀʀᴀX Oғғɪᴄɪᴀʟ☠️","electronic","[Dusttale Remix] SharaX - Dust",334782,5.65599181081985,6406,3049,57675,30,9,2017,0,44,19
"35288",953488,"Nelchael Nelchabarren","electronic","ㅤ",2266,3.3322045101752,8360,3051,2258,6,2,2019,16,59,36
"35289",164827,"DBSTF","danceedm","Martin Garrix & Bebe Rexha - In the Name of Love (D-Block & S-te-Fan rmx)",132182,3.73766961828337,3030,4650,62055,8,3,2017,18,39,46
"35290",1007034,"Noisia Radio","drumbass","Noisia Radio S04E06",38704,4.48863636973214,231,1160,49537,7,2,2018,16,1,4
"35291",164826,"DBSTF","danceedm","D-Block & S-te-Fan - Angels & Demons",375321,3.87120101090789,7422,5623,62055,27,6,2017,12,0,33
"35292",1196980,"Riddim Network","danceedm","Abstrakt Sonance X Emilian Wonk - Wonk (Riddim Network Exclusive)Free Download",19933,5.67675380226828,331,3671,67797,9,6,2016,15,20,18
"35296",571786,"Lee Keenan Bootlegs","danceedm","Lana Del Ray - Young And Beatiful (Lee Keenan Bootleg) Free Download",15715,3.25809653802148,3805,4664,8929,30,1,2018,23,21,45
"35302",1486947,"Vexento","electronic","Vexento & HiTydes - Staring At The Lights",55794,3.71357206670431,6784,4998,36505,21,10,2016,15,19,28
"35305",109791,"Break & Enter Society","electronic","PARTYSMARTIE - One Time",82878,5.70044357339069,2651,5623,44222,29,11,2016,17,2,24
"35308",1077978,"PHORA","all-music","Love Me Like",348357,3.46573590279973,6341,1097,177856,5,10,2018,4,1,19
"35309",108050,"blake skowron","electronic","When",199351,5.6937321388027,7132,194,14538,1,8,2016,11,12,57
"35310",947971,"Mystical Complex","electronic","Mystical Complex - Xmess Evolution 2019 ( Free Download )",44626,4.96284463025991,3148,3735,58140,26,12,2018,19,33,51
"35314",92254,"Barong Family","danceedm","RayRay & Crisis Era - Ninja [OUT NOW]",53235,3.8286413964891,1360,2951,157004,4,9,2018,15,0,16
"35315",1360072,"T-Mass","trap","Tygris - Lyra (T-Mass Remix)",111960,4.07753744390572,1623,3794,181298,22,9,2014,16,54,1
"35322",1236595,"Son2M","danceedm","Tv Rock - Flaunt It (Son2M Remix)//Free Download",20341,3.68887945411394,2632,5026,15375,30,1,2015,9,11,17
"35329",1017970,"Nolan van Lith","danceedm","Avicii - Silhouettes (Nolan van Lith Remix)",239144,4.59511985013459,6987,353,25891,20,7,2017,15,52,8
"35334",523881,"KiD TRUNKS","all-music","KiD TRUNKS - I Wont Leave (Intro)",297799,3.78418963391826,5443,4293,83372,28,6,2017,5,35,21
"35336",972155,"NightCore","rock","NightCore - Monster High - Fright Song",1891033,6.29710931993394,1255,213,125810,28,1,2013,15,55,31
"35344",530973,"KLAXX","danceedm","KLAXX - Away feat. Miyamoto",98905,4.0943445622221,3529,5654,9568,1,9,2017,16,24,51
"35357",268354,"DJ PH DA SERRA","rbsoul","MC'S TULLIN,PKZINHO,KEZIN,VAGUIN E LEOZIN - MEGAZIN - PH DA SERRA E VITIN DO PC -",226250,3.98898404656427,6340,3084,85070,19,6,2018,21,5,42
"35366",144180,"CONRANK","electronic","Sub-Conscious Mixtape 2016 (100% unreleased fire)",21660,4.31748811353631,141,2223,21155,10,3,2016,19,44,40
"35369",337838,"FESTIVAL TRAP","danceedm","Break Zero & Deetox - Rock It (FREAKY Rawtrap Remix)",8477,4.48863636973214,4783,1098,11675,14,8,2017,21,33,14
"35376",1007025,"Noisia Radio","drumbass","Noisia Radio S04E15 (2000s era D&B)",93256,5.48479693349065,3284,4316,49537,11,4,2018,15,0,3
"35379",621168,"Liquid Ritual","electronic","Liquid Ritual w/ Skeler & Ytho - 199 Radio, 25th September 2018 (Free Download)",15654,5.50125821054473,6876,2084,9923,23,9,2018,19,6,11
"35380",1120242,"Queen","rock","Killer Queen (Remastered 2011)",1047985,5.17614973257383,1253,1,70299,1,1,2011,0,0,0
"35381",97864,"Beast Inside Beats - Type Trap/Rap Instrumentals","trap","Young Thug Type Beat Instrumental Free 2019 - ""Different"" (Beast Inside Beats)",64010,3.55534806148941,8352,3726,24429,22,7,2016,21,4,2
"35384",374549,"Gallant","rbsoul","Forfeit (prod. Felix Snow)",301974,4.02535169073515,3048,5020,110531,3,2,2014,16,4,50
"35385",809229,"modernlove","electronic","Science And Industry",68587,3.09104245335832,7718,1022,42551,16,11,2014,20,35,40
"35389",97853,"Beast Inside Beats - Type Trap/Rap Instrumentals","trap","Migos Type Beat x Trap Instrumental 2019 - Hold",71240,3.17805383034795,162,3769,24429,14,3,2017,22,6,17
"35393",1362968,"Tee Grizzley","all-music","No Effort",16978327,6.08677472691231,2439,5221,206858,7,4,2017,4,51,55
"35394",1322096,"Sweet Musique","deephouse","PREMIERE : MIDAS 104 - Carry On [Stil vor Talent]",18140,3.66356164612965,8431,1160,87682,25,6,2018,9,48,9
"35397",1432550,"trndmsk","deephouse","Einmusik - Lullaby",54733,3.61091791264422,308,2263,76211,28,5,2015,16,40,50
"35400",142055,"Complexion","electronic","Complexion Guest Mix For Toddla T",11493,3.2188758248682,3614,5062,47142,19,12,2014,19,32,2
"35401",175250,"DHA AM (Deep House London)","electronic","Premiere: Eluize - For The Forgetful (Original Mix)",12447,3.2188758248682,3799,5306,143743,13,6,2017,11,38,6
"35404",1549131,"Young M.A","all-music","PAIN (FREESTYLE)",1897987,4.92725368515721,2612,743,170696,16,5,2014,0,57,43
"35410",1143765,"Resident Advisor","ambient","RA Live: Red Light Radio ADE - Dr. Rubinstein",11446,3.87120101090789,7612,5709,143726,25,10,2018,15,21,18
"35411",1144614,"Resident Advisor","ambient","RA.482 Mind Against",10269,3.76120011569356,6826,1097,143726,25,12,2015,11,1,32
"35419",1017968,"Nolan van Lith","danceedm","Shaun Frank - Upsidedown (Nolan van Lith Remix)",160310,3.80666248977032,4082,153,25891,19,9,2017,13,52,54
"35423",438183,"HEXAGON","deephouse","Toby Green - Move",1675537,6.0282785202307,3844,4580,152245,20,12,2015,21,50,43
"35429",1032525,"officialb2s","danceedm","Genius & Ghost @ Pussy lounge - at the Park 2013",24479,3.17805383034795,3807,4640,64073,15,6,2013,13,24,2
"35445",383907,"Good Enuff","danceedm","Nonsens - Muerte",52915,3.36729582998647,1465,2949,58988,31,10,2017,4,2,59
"35446",106078,"Black Tiger Sex Machine","danceedm","Black Tiger Sex Machine x Kai Wachi - The Craving",200639,5.17048399503815,6008,330,116794,2,12,2014,16,50,5
"35453",1032243,"officialb2s","danceedm","Frequencerz & Jack of Sound @ Thrillogy 2014",33641,3.46573590279973,9027,1141,64073,26,10,2014,5,36,44
"35456",1196828,"Riddim Network","danceedm","Moonboy - Blasta (MADCORE Remix)2nd Place (Riddim Network Remix) Free Download",11144,4.67282883446191,6787,1140,67797,26,10,2018,15,3,59
"35464",257202,"DJ GUI MARQUES","rbsoul","MC LEVIN & MC GW - PIQUE DA FAVELA - DJ GUI MARQUES",188169,4.07753744390572,7442,3677,47883,29,1,2019,16,26,5
"35465",574277,"LEGENDA FUNK","rbsoul","MEGATRON - MC Arraia - Suave Suavão Várias Tchuca Dançando - É O Megazord (DJ BL)",2516919,3.93182563272433,5769,5028,183420,25,3,2018,12,56,29
"35477",897261,"MONTANA of 300","all-music","Montana Of 300 - Wifin You (Clean)",113638,3.25809653802148,790,1124,156392,1,5,2017,14,40,34
"35480",1235877,"RÜFÜS DU SOL","electronic","Rufus Du Sol - No Place (Will Clarke Remix)",46751,3.71357206670431,689,3012,207678,14,12,2018,4,45,28
"35481",257232,"DJ GUI MARQUES","rbsoul","DJ GUI MARQUES Feat. DJ VITIN MPC - MC GW & MC RAFA 22",294502,3.61091791264422,8121,3706,47883,10,7,2018,20,57,27
"35483",897332,"MONTANA of 300","all-music","Montana of 300 & Talley of 300 - Gas Mask [Prod. By Charisma 808]",851183,3.78418963391826,1065,5066,156392,16,4,2015,1,59,28
"35485",539583,"Kompakt","electronic","KOMPAKT Winter Mix 2017 - Clarian",28993,4.9416424226093,539,3008,165268,12,12,2016,8,39,18
"35488",1403687,"Touliver","all-music","Rhymastic ft CuongSeven & Shu - Summertime",235541,4.47733681447821,1650,3102,127475,5,8,2014,8,33,44
"35489",326967,"FACT","electronic","Rival Consoles - Against The Clock",75820,4.24849524204936,2152,3097,147595,8,9,2016,12,49,47
